help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans_org;link;lat;lon;Woiwod2026;Relevanz Ditt;scans;Mehrfach
Lipinki_toruńskie;Lipinki;toruńskie;urząd stanu cywilnego;;1874-1935;69/1167/0;6749;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103421#;53.6359353;18.4823333;Lubelskie;0;6749;1
Lipinki_toruńskie;Lipinki;toruńskie;urząd stanu cywilnego;;1874-1879;42/330/0;1114;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/115361#;53.6359353;18.4813333;Pomorskie;0;1114;2
Lipiny_zielonogórskie;Lipiny;zielonogórskie;urząd stanu cywilnego;;1946-1958;89/2848/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163574#;51.8597963;15.8175011;Lubelskie;0;0;1
Lipka_pilskie;Lipka;pilskie;urząd stanu cywilnego;;1874 - 1937;55/631/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23771#;53.49578;17.24917;Kujawsko-Pomorskie;1;0;1
Lipki Wielkie_gorzowskie;Lipki Wielkie;gorzowskie;urząd stanu cywilnego;;1874-1944;66/418/0;5090;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35866#;52.7255862;15.5322721;Łódzkie, Świętokrzyskie;0;5090;1
Lipnica_toruńskie;Lipnica;toruńskie;urząd stanu cywilnego;;1874-1935 [1974-1989, 2010];69/1168/0;8759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103422#;53.1862266;19.0414389;Pomorskie;0;8759;1
Lipniczki_toruńskie;Lipniczki;toruńskie;urząd stanu cywilnego;;1874-1936 [1941-1942];69/1169/0;8532;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103423#;53.0802986;18.706013;Kujawsko-Pomorskie,  Wielkopolskie;1;8532;1
Lipniki_opolskie;Lipniki;opolskie;urząd stanu cywilnego;;1874-1943;45/846/0;2159;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45338#;50.5417442;17.0913535;Dolnośląskie;1;2159;1
Lipno_leszczyńskie;Lipno;leszczyńskie;urząd stanu cywilnego;;1936, 1938;34/1151/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/161568#;51.9181471;16.5583674;Warmińsko-Mazurskie;0;0;1
Lipno_włocławskie;Lipno;włocławskie;urząd stanu cywilnego;;1756-1923;71/213/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104484#;52.8473901;19.1782654;Dolnośląskie;1;0;1
Lipowa_opolskie;Lipowa;opolskie;urząd stanu cywilnego;;1938-1939, 1942;45/4002/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/167395#;50.7295326;17.4339747;Opolskie;1;0;1
Lipowa_opolskie;Lipowa;opolskie;urząd stanu cywilnego;;1955-1959;45/3764/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160268#;50.7295326;17.4329747;Wielkopolskie;1;0;2
Lisewo_toruńskie;Lisewo;toruńskie;urząd stanu cywilnego;;1874-1935 [1938];69/1170/0;7825;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103424#;53.2926511;18.6894937;Lubuskie,  Dolnośląskie;1;7825;1
Lisi Ogon_bydgoskie;Lisi Ogon;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1740/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146445#;53.1273526;17.8825023;Opolskie;1;0;1
Lisiec_legnickie;Lisiec;legnickie;urząd stanu cywilnego;;1874 - 1938;85/274/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87366#;51.32358;16.04346;Śląskie, Opolskie, Łódzkie, Świętokrzyskie;1;0;1
Lisięcice_opolskie;Lisięcice;opolskie;urząd stanu cywilnego;;1874-1938;45/811/0;5825;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45303#;50.2619374;17.8759631;Pomorskie, Zachodniopomorskie;0;5825;1
Lisnowo_toruńskie;Lisnowo;toruńskie;urząd stanu cywilnego;;1874-1935;69/1171/0;4540;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103425#;53.4662041;19.1629563;Podkarpackie;0;4540;1
Lisowice_legnickie;Lisowice;legnickie;urząd stanu cywilnego;;1874 - 1938;85/580/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87672#;51.0831928;16.7396275;Dolnośląskie;1;0;1
Lisowo_szczecińskie;Lisowo;szczecińskie;urząd stanu cywilnego;;1874-1875;65/1054/0;82;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69450#;53.7736543;15.2438091;Wielkopolskie, Łódzkie;1;82;1
Liszkowo_pilskie;Liszkowo;pilskie;urząd stanu cywilnego;;1874 - 1920;55/559/0;3250;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23399#;53.22962;17.31697;Lubelskie;0;3250;1
Lniano_bydgoskie;Lniano;bydgoskie;urząd stanu cywilnego;;;kein Bestand;0;0;53.52917;18.2194;Mazowieckie;0;-1;1
Łobez_szczecińskie;Łobez;szczecińskie;urząd stanu cywilnego;;1874-1937;65/626/0;15628;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69059#;53.6391189;15.6203487;Łódzkie, Mazowieckie;0;15628;1
Łobżenica_pilskie;Łobżenica;pilskie;urząd stanu cywilnego;;1874 - 1920;55/556/0;11246;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23757#;53.2602878;17.2538401;Mazowieckie;0;11246;1
Łojewo_bydgoskie;Łojewo;bydgoskie;urząd stanu cywilnego;;1874 - 1935;7/194/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/143841#;52.7379305;18.3086661;Śląskie, Małopolskie,  Opolskie;1;0;1
Łomnica_jeleniogórskie;Łomnica;jeleniogórskie;urząd stanu cywilnego;;1874-1939;83/259/0;1470;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86455#;51.0573295;15.0083182;Kujawsko-Pomorskie;1;1470;1
Łopatki_toruńskie;Łopatki;toruńskie;urząd stanu cywilnego;;1874-1935;69/1176/0;4203;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103430#;53.3284144;19.0062944;Zachodniopomorskie,  Lubuskie;1;4203;1
Łopienno_poznańskie;Łopienno;poznańskie;urząd stanu cywilnego;;1874-1935;53/1889/0;12231;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16995#;52.70515;17.47074;Zachodniopomorskie,  Lubuskie;1;12231;1
Łosiów_opolskie;Łosiów;opolskie;urząd stanu cywilnego;;1874-1937;45/775/0;10183;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45267#;50.7905215;17.5653976;Opolskie;1;10183;1
Łośno_gorzowskie;Łośno;gorzowskie;urząd stanu cywilnego;;1874-1938;66/869/0;601;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36323#;52.851026;15.2677092;Mazowieckie;0;601;1
Łosośnica_szczecińskie;Łosośnica;szczecińskie;urząd stanu cywilnego;;1874-1937;65/627/0;767;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69060#;53.7065071;15.2727643;Kujawsko-Pomorskie;1;767;1
Lotyń_pilskie;Lotyń;pilskie;urząd stanu cywilnego;;1874 - 1915;55/563/0;3670;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23402#;53.6029422;16.8020068;Śląskie, Małopolskie,  Opolskie;1;3670;1
Łowinek_bydgoskie;Łowinek;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1632/0;4373;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146342#;53.35995;18.12683;Podkarpackie;0;4373;1
Łowkowice_opolskie;Łowkowice;opolskie;urząd stanu cywilnego;;1895-1944;45/869/0;1831;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45360#;51.03999;18.243061;Kujawsko-Pomorskie;1;1831;1
Łoźnica_szczecińskie;Łoźnica;szczecińskie;urząd stanu cywilnego;;1874-1936;65/628/0;4247;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69061#;53.6952241;14.876349;Wielkopolskie;1;4247;1
Lubań_jeleniogórskie;Lubań;jeleniogórskie;urząd stanu cywilnego;;1874 - 1942;86/12/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84234#;51.1147105;15.2801574;Śląskie, Małopolskie,  Opolskie;1;0;1
Lubanice_zielonogórskie;Lubanice;zielonogórskie;urząd stanu cywilnego;;1955-1960;89/2735/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/162330#;51.69792;15.09821;Dolnośląskie;1;0;1
Lubanice_zielonogórskie;Lubanice;zielonogórskie;urząd stanu cywilnego;;1874-1938;89/260/0;1412;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63346#;51.69792;15.09721;Śląskie, Małopolskie,  Opolskie;1;1412;2
Lubanowo_szczecińskie;Lubanowo;szczecińskie;urząd stanu cywilnego;;1875-1934;65/622/0;1604;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69055#;53.1292188;14.6094642;Podkarpackie;0;1604;1
Lubasz_pilskie;Lubasz;pilskie;urząd stanu cywilnego;;1874 - 1914;55/555/0;11074;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23396#;52.8481543;16.5233165;Podkarpackie;0;11074;1
Lubawka_jeleniogórskie;Lubawka;jeleniogórskie;urząd stanu cywilnego;;1874 - 1946;83/455/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86651#;50.7070882;15.9993894;Opolskie;1;0;1
Lubczyna_szczecińskie;Lubczyna;szczecińskie;urząd stanu cywilnego;;1874-1930;65/623/0;8711;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69056#;53.5040067;14.7095835;Kujawsko-Pomorskie;1;8711;1
Lubczyno_gorzowskie;Lubczyno;gorzowskie;urząd stanu cywilnego;;1874-1938;66/969/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36423#;52.6722222;15.1306666;Opolskie;1;0;1
Lubiatów_legnickie;Lubiatów;legnickie;urząd stanu cywilnego;;1874 - 1936;85/581/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87673#;51.20401;16.02964;Zachodniopomorskie, Pomorskie;0;0;1
Lubiatów_opolskie;Lubiatów;opolskie;urząd stanu cywilnego;;1874-1942;45/847/0;2878;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45339#;50.4980758;17.0726293;Kujawsko-Pomorskie;1;2878;1
Lubiatów_zielonogórskie;Lubiatów;zielonogórskie;urząd stanu cywilnego;;1874-1935 [2016];89/149/0;1725;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63208#;52.7183739;15.7884832;Wielkopolskie, Zachodniopomorskie;1;1725;1
Lubicz_toruńskie;Lubicz;toruńskie;urząd stanu cywilnego;;1874-1935 [1942];69/1172/0;6984;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103426#;53.0405172;18.7840741;Kujawsko-Pomorskie;1;6984;1
Łubie_katowickie;Łubie;katowickie;urząd stanu cywilnego;;1874-1943;12/2658/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/142924#;50.4443935;18.6549983;Pomorskie, Zachodniopomorskie;0;0;1
Lubięcin_zielonogórskie;Lubięcin;zielonogórskie;urząd stanu cywilnego;;1955-1976;89/2849/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163578#;51.8912854;15.8769897;Pomorskie, Zachodniopomorskie;0;0;1
Lubień Kujawski_włocławskie;Lubień Kujawski;włocławskie;urząd stanu cywilnego;;1809-1924;71/215/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104486#;52.40736;19.15918;Wielkopolskie, Zachodniopomorskie;1;0;1
Lubień_legnickie;Lubień;legnickie;urząd stanu cywilnego;;1874 - 1938;85/582/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87674#;51.123146;16.228303;Zachodniopomorskie, Pomorskie;0;0;1
Lubiewo_bydgoskie;Lubiewo;bydgoskie;urząd stanu cywilnego;;1874-1913;6/1723/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146428#;53.4663323;18.0214638;Lubelskie;0;0;1
Lubin_legnickie;Lubin;legnickie;urząd stanu cywilnego;;1874 - 1944;85/26/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87047#;51.3974465;16.2041275;Zachodniopomorskie, Pomorskie;0;0;1
Lubiszyn_gorzowskie;Lubiszyn;gorzowskie;urząd stanu cywilnego;;1874-1938;66/421/0;1940;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35869#;52.78004;14.94603;Mazowieckie,  Świętokrzyskie;0;1940;1
Lubliniec_częstochowskie;Lubliniec;częstochowskie;urząd stanu cywilnego;;1874-1922 [1923-2025];8/249/0;16003;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/25767#;50.669016;18.6815574;Mazowieckie;0;16003;1
Łubniany_opolskie;Łubniany;opolskie;urząd stanu cywilnego;;;kein Bestand;0;0;50.7793118;17.9977293;Opolskie;1;-1;1
Łubniany_opolskie;Łubniany;opolskie;urząd stanu cywilnego;;1874-1943, 1945 [2021];45/1013/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45503#;50.7793118;17.9967293;Warmińsko-Mazurskie;0;0;2
Lubno_gorzowskie;Lubno;gorzowskie;urząd stanu cywilnego;;1874-1938;66/417/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35865#;52.7418509;15.024379;Opolskie;1;0;1
Lubno_pilskie;Lubno;pilskie;urząd stanu cywilnego;;1875 - 1931;55/588/0;1939;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23422#;53.3149445;16.3474841;Dolnośląskie;1;1939;1
Lubocheń_bydgoskie;Lubocheń;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1724/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146429#;53.4796248;18.3528372;Zachodniopomorskie,  Lubuskie;1;0;1
Lubomia_katowickie;Lubomia;katowickie;urząd stanu cywilnego;;1890-1936;14/456/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158294#;50.0402263;18.3076397;Lubelskie;0;0;1
Lubomierz_jeleniogórskie;Lubomierz;jeleniogórskie;urząd stanu cywilnego;;1874-1944;83/435/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86631#;51.0124569;15.50922;Mazowieckie;0;0;1
Lubomin_wałbrzyskie;Lubomin;wałbrzyskie;urząd stanu cywilnego;;1874-1909;82/1610/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90217#;50.8045634;16.19615;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0;0;1
Lubomin_włocławskie;Lubomin;włocławskie;urząd stanu cywilnego;;"1808-1825; 1869-1923";71/216/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104487#;52.45304;18.82564;Dolnośląskie;1;0;1
Luboradz_legnickie;Luboradz;legnickie;urząd stanu cywilnego;;1874 - 1937;85/583/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87675#;51.0587152;16.2905955;Kujawsko-Pomorskie;1;0;1
Lubosz_poznańskie;Lubosz;poznańskie;urząd stanu cywilnego;;1874 - 1935, 1952 - 1996;53/1886/0;9169;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16992#;52.53029;16.18394;Lubelskie;0;9169;1
Luboszyce_opolskie;Luboszyce;opolskie;urząd stanu cywilnego;;1955, 1972;45/3951/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/165367#;50.727512;17.9551551;Lubelskie;0;0;1
Łubowice_katowickie;Łubowice;katowickie;urząd stanu cywilnego;;1874-1907;18/432/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/132440#;50.1601543;18.2290616;Wielkopolskie;1;0;1
Łubowo_poznańskie;Łubowo;poznańskie;urząd stanu cywilnego;;1891-1925, 1928;53/4776/0;3357;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/20408#;52.5131726;17.4549206;Lubelskie;0;3357;1
Lubraniec_włocławskie;Lubraniec;włocławskie;urząd stanu cywilnego;;"1774-1807; 1808-1924";71/217/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104488#;52.543083;18.8305832;Opolskie;1;0;1
Lubrza_opolskie;Lubrza;opolskie;urząd stanu cywilnego;;1946-1959;45/3684/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/120310#;50.3352568;17.6270342;Zachodniopomorskie,  Lubuskie;1;0;1
Lubrza_zielonogórskie;Lubrza;zielonogórskie;urząd stanu cywilnego;;1874-1923;89/735/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63919#;52.3071516;15.4401776;Lubuskie, Zachodniopomorskie;1;0;1
Lubrza_zielonogórskie;Lubrza;zielonogórskie;urząd stanu cywilnego;;1946-1966;89/2828/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163453#;52.3071516;15.4391776;Pomorskie;0;0;2
Lubsko_zielonogórskie;Lubsko;zielonogórskie;urząd stanu cywilnego;;1874-1946;89/275/0;23780;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63361#;51.7881902;14.9711266;Łódzkie, Mazowieckie;0;23780;1
Lubsza_częstochowskie;Lubsza;częstochowskie;urząd stanu cywilnego;;1874-1922 [1923-1937,2010];8/250/0;9935;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/65991#;50.6081839;18.9998148;Kujawsko-Pomorskie;1;9935;1
Lubsza_opolskie;Lubsza;opolskie;urząd stanu cywilnego;;1874-1922, 1924-1939;45/773/0;7939;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45265#;50.9158553;17.5194239;Łódzkie, Mazowieckie;0;7939;1
Ludomy_pilskie;Ludomy;pilskie;urząd stanu cywilnego;;1875 - 1935;55/573/0;11247;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23410#;52.756;16.81845;Opolskie;1;11247;1
Ludwikowice_wałbrzyskie;Ludwikowice;wałbrzyskie;urząd stanu cywilnego;;1874 - 1942;82/1611/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90218#;50.620784;16.4731551;ex-Polen;0;0;1
Ługi_zielonogórskie;Ługi;zielonogórskie;urząd stanu cywilnego;;1874-1937;89/317/0;2387;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63403#;52.9429981;15.6962765;Łódzkie;0;2387;1
Lulkowo_toruńskie;Lulkowo;toruńskie;urząd stanu cywilnego;;1874-1935 [1941-1943];69/1173/0;6967;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103427#;53.09078;18.58448;Łódzkie;0;6967;1
Lulkowo_toruńskie;Lulkowo;toruńskie;urząd stanu cywilnego;;1936-1939 [1940, 1943];69/1914/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/118429#;53.09078;18.58348;Łódzkie;0;0;2
Łupki_jeleniogórskie;Łupki;jeleniogórskie;urząd stanu cywilnego;;1874 - 1938;83/323/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86519#;51.022145;15.6482874;Wielkopolskie, Zachodniopomorskie;1;0;1
Lusina_legnickie;Lusina;legnickie;urząd stanu cywilnego;;1887-1901;82/1976/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90583#;51.0179564;16.400463;Śląskie, Małopolskie,  Opolskie;1;0;1
Luszkówko_bydgoskie;Luszkówko;bydgoskie;urząd stanu cywilnego;;1874-1916;6/1628/0;5771;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146338#;53.3241309;18.2586555;Opolskie;1;5771;1
Lutomia_wałbrzyskie;Lutomia;wałbrzyskie;urząd stanu cywilnego;;1874-1943;82/1607/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90214#;50.751689;16.5093156;Wielkopolskie;1;0;1
Lutomia_wałbrzyskie;Lutomia;wałbrzyskie;urząd stanu cywilnego;;1946 - 1976;84/1553/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163910#;50.751689;16.5083156;Zachodniopomorskie, Pomorskie;0;0;2
Lutomierz_wałbrzyskie;Lutomierz;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1667/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90274#;50.6094756;16.7119988;Lubuskie, Zachodniopomorskie;1;0;1
Lutówko_bydgoskie;Lutówko;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1720/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146425#;53.4729106;17.4411529;Lubuskie,  Dolnośląskie;1;0;1
Lutowo_bydgoskie;Lutowo;bydgoskie;urząd stanu cywilnego;;1874-1934;6/1725/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146430#;53.44767;17.43623;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0;0;1
Lutynia_wrocławskie;Lutynia;wrocławskie;urząd stanu cywilnego;;1938-1944;82/2522/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160737#;51.134996;16.7819732;Podlaskie, Warmińsko-Mazurskie;0;0;1
Lwówek Śląski_jeleniogórskie;Lwówek Śląski;jeleniogórskie;urząd stanu cywilnego;;1597 - 1946 [1957 - 1962];83/121/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86288#;51.1108891;15.5840018;Pomorskie, Zachodniopomorskie;0;0;1
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;obwód wiejski;1874-1876;53/1888/0;1020;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16994#;52.4489307;16.1793554;Mazowieckie, Lubelskie;0;1020;1
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;miasto;1874-1938;53/1887/0;38538;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16993#;52.4489307;16.1783554;Świętokrzyskie, Mazowieckie,  Łódzkie;0;38538;2
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;;1936-1938;53/5824/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/161814#;52.4489307;16.1773554;Warmińsko-Mazurskie;0;0;3
Lyski_katowickie;Lyski;katowickie;urząd stanu cywilnego;;1874-1907;18/501/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/132505#;50.1201928;18.38924;Podkarpackie;0;0;1
Łysomice_toruńskie;Łysomice;toruńskie;urząd stanu cywilnego;;1975-1987;69/1915/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/118430#;53.086267;18.6206879;Kujawsko-Pomorskie;1;0;1
Maciejów_opolskie;Maciejów;opolskie;urząd stanu cywilnego;;1874-1938 [2019];45/872/0;1630;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45363#;51.0324633;18.2843277;Dolnośląskie;1;1630;1
Maciejowa_jeleniogórskie;Maciejowa;jeleniogórskie;urząd stanu cywilnego;;1876 - 1938;83/260/0;3021;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86456#;50.9092229;15.8142945;Opolskie;1;3021;1
Maciejowice_opolskie;Maciejowice;opolskie;urząd stanu cywilnego;;1945-1958;45/3773/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160277#;50.5017252;17.1387791;Śląskie, Małopolskie,  Opolskie;1;0;1
Maciowakrze_opolskie;Maciowakrze;opolskie;urząd stanu cywilnego;;1955-1959;45/3581/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/70326#;50.18975;18.02593;Opolskie;1;0;1
Mahlsdorf_Potsdam;Mahlsdorf;Potsdam;urząd stanu cywilnego;;1907-1907;65/1144/0;30;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69529#;52.7930297;11.2306775;Deutschland;1;30;1
Mąkolno_wałbrzyskie;Mąkolno;wałbrzyskie;urząd stanu cywilnego;;1874-1941;82/1612/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90219#;50.4601008;16.8471734;Śląskie, Małopolskie,  Opolskie;1;0;1
Makoszowy_katowickie;Makoszowy;katowickie;urząd stanu cywilnego;;1874-1937;15/253/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/143411#;50.2616534;18.764662;Opolskie;1;0;1
Mąkoszyce_gorzowskie;Mąkoszyce;gorzowskie;urząd stanu cywilnego;;1874-1938;66/422/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35870#;52.7391306;15.5368628;Wielkopolskie;1;0;1
Mąkoszyce_opolskie;Mąkoszyce;opolskie;urząd stanu cywilnego;;1874-1938;45/776/0;6210;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45268#;50.9410151;17.6363904;Dolnośląskie;1;6210;1
Mąkowarsko_bydgoskie;Mąkowarsko;bydgoskie;urząd stanu cywilnego;;1876-1919;6/1733/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146438#;53.404684;17.8100604;Zachodniopomorskie, Pomorskie;0;0;1
Makowice_opolskie;Makowice;opolskie;urząd stanu cywilnego;;1874-1944 [1960];45/848/0;1311;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45340#;50.5636459;17.3812187;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0;1311;1
Makowice_wałbrzyskie;Makowice;wałbrzyskie;urząd stanu cywilnego;;1874-1929;82/1697/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90304#;50.8098864;16.5030979;Dolnośląskie;1;0;1
Malczewo_poznańskie;Malczewo;poznańskie;urząd stanu cywilnego;;1874-1935;53/1890/0;11537;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16996#;52.42936;17.66247;Mazowieckie;0;11537;1
Malczyce_wrocławskie;Malczyce;wrocławskie;urząd stanu cywilnego;;1938-1943;82/2523/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160738#;51.2203518;16.492719;Kujawsko-Pomorskie;1;0;1
Małe Bartodzieje_bydgoskie;Małe Bartodzieje;bydgoskie;urząd stanu cywilnego;;1874-1920;6/1665/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146372#;53.13096;18.04735;Kujawsko-Pomorskie;1;0;1
Małe Czyste_toruńskie;Małe Czyste;toruńskie;urząd stanu cywilnego;;1874-1935;69/1177/0;5757;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103431#;53.3062895;18.4835863;Śląskie, Małopolskie,  Opolskie;1;5757;1
Małe Zabrze_katowickie;Małe Zabrze;katowickie;urząd stanu cywilnego;;1874-1905;15/255/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/143413#;50.307512;18.7873416;Kujawsko-Pomorskie;1;0;1
Małki_toruńskie;Małki;toruńskie;urząd stanu cywilnego;;1874-1935 [2003];69/1178/0;6303;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103432#;53.2376202;19.2571087;Świętokrzyskie, Mazowieckie,  Łódzkie;0;6303;1
Małkocin_szczecińskie;Małkocin;szczecińskie;urząd stanu cywilnego;;1874-1906;65/980/0;354;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69386#;53.4037302;15.028027;Dolnośląskie;1;354;1
