help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans_org;link;lat;lon;Woiwod2026;Relevanz Ditt;scans;Mehrfach
Kadłub Wolny_opolskie;Kadłub Wolny;opolskie;urząd stanu cywilnego;;1874-1943 [1952-1954,1994,2000-2002];45/975/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45466#;50.7724359;18.3697873;Opolskie;1;0;1
Kadłub_opolskie;Kadłub;opolskie;urząd stanu cywilnego;;1874-1943;45/1073/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45563#;50.6106558;18.2611577;Opolskie;1;0;1
Kadłubia_zielonogórskie;Kadłubia;zielonogórskie;urząd stanu cywilnego;;1895-1937;89/234/0;787;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63320#;51.65561;15.17228;Lubuskie,  Dolnośląskie;1;787;1
Kadłubia_zielonogórskie;Kadłubia;zielonogórskie;urząd stanu cywilnego;;1946-1949;89/2736/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/162331#;51.65561;15.17128;Lubuskie,  Dolnośląskie;1;0;2
Kąkolewo_poznańskie;Kąkolewo;poznańskie;urząd stanu cywilnego;;1876-1935;53/1865/0;6293;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16971#;51.8598633;16.6907319;Podlaskie, Warmińsko-Mazurskie;0;6293;1
Kaława_zielonogórskie;Kaława;zielonogórskie;urząd stanu cywilnego;;1874-1942;66/476/0;5308;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35924#;52.3690038;15.5325176;Śląskie, Opolskie, Łódzkie, Świętokrzyskie;1;5308;1
Kałduny_opolskie;Kałduny;opolskie;urząd stanu cywilnego;;1874-1938;45/805/0;3539;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45297#;50.0501175;17.836973;Łódzkie;0;3539;1
Kalina_częstochowskie;Kalina;częstochowskie;urząd stanu cywilnego;;1935-1940;8/1129/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76079#;50.7289739;18.8826752;Zachodniopomorskie, Pomorskie;0;0;1
Kalinowice_opolskie;Kalinowice;opolskie;urząd stanu cywilnego;;1874-1938;45/1074/0;64;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45564#;50.50765;18.18085;Lubuskie,  Dolnośląskie;1;64;1
Kałków_opolskie;Kałków;opolskie;urząd stanu cywilnego;;1946-1975;45/3786/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160290#;50.405739;17.1861754;Opolskie;1;0;1
Kałków_opolskie;Kałków;opolskie;urząd stanu cywilnego;;1874-1942 [1964];45/961/0;5954;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45452#;50.405739;17.1851754;Opolskie;1;5954;2
Kalsk_zielonogórskie;Kalsk;zielonogórskie;urząd stanu cywilnego;;1955-1964;89/2738/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/162333#;52.12395;15.59066;Mazowieckie, Lubelskie;0;0;1
Kamień Krajeński_bydgoskie;Kamień Krajeński;bydgoskie;urząd stanu cywilnego;;1936-1938, 1941;6/3257/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158235#;53.5333203;17.5189143;Warmińsko-Mazurskie, Pomorskie;0;0;1
Kamień Krajeński_bydgoskie;Kamień Krajeński;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1625/0;2596;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146336#;53.5333203;17.5179143;Wielkopolskie;1;2596;2
Kamień Krajeński_bydgoskie;Kamień Krajeński;bydgoskie;urząd stanu cywilnego;;1936-1937;6/3256/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/158232#;53.5333203;17.5169143;Zachodniopomorskie,  Lubuskie;1;0;3
Kamień Śląski_opolskie;Kamień Śląski;opolskie;urząd stanu cywilnego;;1874-1944 [2011];45/1069/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45559#;50.538798;18.075674;Śląskie, Małopolskie,  Opolskie;1;0;1
Kamień Wielki_gorzowskie;Kamień Wielki;gorzowskie;urząd stanu cywilnego;;1874-1938;66/403/0;1997;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35851#;52.6646622;14.7750707;Dolnośląskie;1;1997;1
Kamień_jeleniogórskie;Kamień;jeleniogórskie;urząd stanu cywilnego;;;83/715/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86911#;51.1674685;17.2161602;Dolnośląskie;1;0;1
Kamieńczyk_wałbrzyskie;Kamieńczyk;wałbrzyskie;urząd stanu cywilnego;;1874-1924;82/1707/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90314#;50.1190784;16.6468948;Dolnośląskie;1;0;1
Kamienica nad Nysą Łużycką_zielonogórskie;Kamienica nad Nysą Łużycką;zielonogórskie;urząd stanu cywilnego;;1874-1937;89/248/0;1798;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63334#;51.6258333;14.7901111;Zachodniopomorskie,  Lubuskie;1;1798;1
Kamienica_bydgoskie;Kamienica;bydgoskie;urząd stanu cywilnego;;1874-1913;6/1718/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146423#;52.9125457;19.3860144;Dolnośląskie;1;0;1
Kamienica_opolskie;Kamienica;opolskie;urząd stanu cywilnego;;1955-1959;45/3849/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/162750#;50.4497658;16.9510425;Opolskie;1;0;1
Kamienica_wałbrzyskie;Kamienica;wałbrzyskie;urząd stanu cywilnego;;1874-1880;82/1583/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90190#;50.2414932;16.8839833;Opolskie;1;0;1
Kamieniec Wrocławski_wrocławskie;Kamieniec Wrocławski;wrocławskie;urząd stanu cywilnego;;1874-1912;82/1484/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90091#;51.0752491;17.1722674;Wielkopolskie, Łódzkie;1;0;1
Kamieniec Ząbkowicki_wałbrzyskie;Kamieniec Ząbkowicki;wałbrzyskie;urząd stanu cywilnego;;1874-1939;82/1582/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90189#;50.5229139;16.8726143;Kujawsko-Pomorskie;1;0;1
Kamieniec_poznańskie;Kamieniec;poznańskie;urząd stanu cywilnego;;1874-1941;53/1864/0;17579;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16970#;52.5477764;17.9651991;Warmińsko-Mazurskie;0;17579;1
Kamieniec_szczecińskie;Kamieniec;szczecińskie;urząd stanu cywilnego;;1874-1937;65/679/0;3482;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69112#;53.3069783;14.4351801;Dolnośląskie;1;3482;1
Kamienna Góra_jeleniogórskie;Kamienna Góra;jeleniogórskie;urząd stanu cywilnego;;1874-1944;83/278/0;26324;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86474#;50.7837361;16.0326631;Kujawsko-Pomorskie;1;26324;1
Kamiennik_opolskie;Kamiennik;opolskie;urząd stanu cywilnego;św. Andrzeja Apostoła;1661-1944;45/1236/0;21283;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45691#;50.5704046;17.1496883;Kujawsko-Pomorskie;1;21283;1
Kamiennik_opolskie;Kamiennik;opolskie;urząd stanu cywilnego;;1874-1944;45/841/0;2447;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45333#;50.5704046;17.1486883;Lubuskie, Zachodniopomorskie;1;2447;2
Kamiennik_opolskie;Kamiennik;opolskie;urząd stanu cywilnego;;;kein Bestand;0;0;50.5704046;17.1476883;Opolskie;1;-1;3
Kamienny Jaz_szczecińskie;Kamienny Jaz;szczecińskie;urząd stanu cywilnego;;1876-1939;65/610/0;2022;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69043#;52.9826301;14.5420214;Dolnośląskie;1;2022;1
Kamienny Most_szczecińskie;Kamienny Most;szczecińskie;urząd stanu cywilnego;;1874-1875;65/1051/0;52;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69447#;53.456992;15.383528;Lubelskie;0;52;1
Kamionki_wałbrzyskie;Kamionki;wałbrzyskie;urząd stanu cywilnego;;1874-1907, 1910;82/1708/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90315#;50.6771558;16.5431668;Mazowieckie, Lubelskie;0;0;1
Kania_szczecińskie;Kania;szczecińskie;urząd stanu cywilnego;;1874-1875;65/1044/0;82;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69440#;54.0979;16.71933;Kujawsko-Pomorskie;1;82;1
Karbowo_toruńskie;Karbowo;toruńskie;urząd stanu cywilnego;;1874-1935;69/1152/0;5861;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103406#;53.2868408;19.4112757;Opolskie;1;5861;1
Karchów_opolskie;Karchów;opolskie;urząd stanu cywilnego;;1874-1939 [1950];45/900/0;3663;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45391#;50.27592;18.01229;Mazowieckie;0;3663;1
Karczów_opolskie;Karczów;opolskie;urząd stanu cywilnego;;1874-1944[1950, 1991, 2006];45/949/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45440#;50.70354;17.783167;Opolskie;1;0;1
