help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans;link;lat;lon;Woiwod2026;Relevanz Ditt
Lipno_leszczyńskie;Lipno;leszczyńskie;urząd stanu cywilnego;;1936, 1938;34/1151/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/161568#;51.9181471;16.5593674;Warmińsko-Mazurskie;0
Lipowa_opolskie;Lipowa;opolskie;urząd stanu cywilnego;;1938-1939, 1942;45/4002/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/167395#;50.7295326;17.4349747;Opolskie;1
Lipowa_opolskie;Lipowa;opolskie;urząd stanu cywilnego;;1955-1959;45/3764/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160268#;50.7295326;17.4349747;Wielkopolskie;1
Lisewo_toruńskie;Lisewo;toruńskie;urząd stanu cywilnego;;1874-1935 [1938];69/1170/0;7825;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103424#;53.2926511;18.6904937;Lubuskie,  Dolnośląskie;1
Lisi Ogon_bydgoskie;Lisi Ogon;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1740/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146445#;53.1273526;17.8835023;Opolskie;1
Lisiec_legnickie;Lisiec;legnickie;urząd stanu cywilnego;;1874 - 1938;85/274/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87366#;51.32358;16.04446;Śląskie, Opolskie, Łódzkie, Świętokrzyskie;1
Lisięcice_opolskie;Lisięcice;opolskie;urząd stanu cywilnego;;1874-1938;45/811/0;5825;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45303#;50.2619374;17.8769631;Pomorskie, Zachodniopomorskie;0
Lisnowo_toruńskie;Lisnowo;toruńskie;urząd stanu cywilnego;;1874-1935;69/1171/0;4540;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103425#;53.4662041;19.1639563;Podkarpackie;0
Lisowice_legnickie;Lisowice;legnickie;urząd stanu cywilnego;;1874 - 1938;85/580/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87672#;51.0831928;16.7406275;Dolnośląskie;1
Lisowo_szczecińskie;Lisowo;szczecińskie;urząd stanu cywilnego;;1874-1875;65/1054/0;82;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69450#;53.7736543;15.2448091;Wielkopolskie, Łódzkie;1
Lniano_bydgoskie;Lniano;bydgoskie;urząd stanu cywilnego;;;kein Bestand;0;0;53.52917;18.2204;Mazowieckie;0
Łobez_szczecińskie;Łobez;szczecińskie;urząd stanu cywilnego;;1874-1937;65/626/0;15628;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69059#;53.6391189;15.6213487;Łódzkie, Mazowieckie;0
Łobżenica_pilskie;Łobżenica;pilskie;urząd stanu cywilnego;;1874 - 1920;55/556/0;11246;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23757#;53.2602878;17.2548401;Mazowieckie;0
Łojewo_bydgoskie;Łojewo;bydgoskie;urząd stanu cywilnego;;1874 - 1935;7/194/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/143841#;52.7379305;18.3096661;Śląskie, Małopolskie,  Opolskie;1
Łomnica_jeleniogórskie;Łomnica;jeleniogórskie;urząd stanu cywilnego;;1874-1939;83/259/0;1470;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86455#;51.0573295;15.0093182;Kujawsko-Pomorskie;1
Łopatki_toruńskie;Łopatki;toruńskie;urząd stanu cywilnego;;1874-1935;69/1176/0;4203;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103430#;53.3284144;19.0072944;Zachodniopomorskie,  Lubuskie;1
Łopienno_poznańskie;Łopienno;poznańskie;urząd stanu cywilnego;;1874-1935;53/1889/0;12231;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16995#;52.70515;17.47174;Zachodniopomorskie,  Lubuskie;1
Łosiów_opolskie;Łosiów;opolskie;urząd stanu cywilnego;;1874-1937;45/775/0;10183;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45267#;50.7905215;17.5663976;Opolskie;1
Łośno_gorzowskie;Łośno;gorzowskie;urząd stanu cywilnego;;1874-1938;66/869/0;601;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36323#;52.851026;15.2687092;Mazowieckie;0
Łosośnica_szczecińskie;Łosośnica;szczecińskie;urząd stanu cywilnego;;1874-1937;65/627/0;767;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69060#;53.7065071;15.2737643;Kujawsko-Pomorskie;1
Lotyń_pilskie;Lotyń;pilskie;urząd stanu cywilnego;;1874 - 1915;55/563/0;3670;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23402#;53.6029422;16.8030068;Śląskie, Małopolskie,  Opolskie;1
Łowinek_bydgoskie;Łowinek;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1632/0;4373;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146342#;53.35995;18.12783;Podkarpackie;0
Łowkowice_opolskie;Łowkowice;opolskie;urząd stanu cywilnego;;1895-1944;45/869/0;1831;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45360#;51.03999;18.244061;Kujawsko-Pomorskie;1
Łoźnica_szczecińskie;Łoźnica;szczecińskie;urząd stanu cywilnego;;1874-1936;65/628/0;4247;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69061#;53.6952241;14.877349;Wielkopolskie;1
Lubań_jeleniogórskie;Lubań;jeleniogórskie;urząd stanu cywilnego;;1874 - 1942;86/12/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84234#;51.1147105;15.2811574;Śląskie, Małopolskie,  Opolskie;1
Lubanice_zielonogórskie;Lubanice;zielonogórskie;urząd stanu cywilnego;;1955-1960;89/2735/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/162330#;51.69792;15.09921;Dolnośląskie;1
Lubanice_zielonogórskie;Lubanice;zielonogórskie;urząd stanu cywilnego;;1874-1938;89/260/0;1412;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63346#;51.69792;15.09921;Śląskie, Małopolskie,  Opolskie;1
Lubanowo_szczecińskie;Lubanowo;szczecińskie;urząd stanu cywilnego;;1875-1934;65/622/0;1604;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69055#;53.1292188;14.6104642;Podkarpackie;0
Lubasz_pilskie;Lubasz;pilskie;urząd stanu cywilnego;;1874 - 1914;55/555/0;11074;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23396#;52.8481543;16.5243165;Podkarpackie;0
Lubawka_jeleniogórskie;Lubawka;jeleniogórskie;urząd stanu cywilnego;;1874 - 1946;83/455/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86651#;50.7070882;16.0003894;Opolskie;1
Lubczyna_szczecińskie;Lubczyna;szczecińskie;urząd stanu cywilnego;;1874-1930;65/623/0;8711;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69056#;53.5040067;14.7105835;Kujawsko-Pomorskie;1
Lubczyno_gorzowskie;Lubczyno;gorzowskie;urząd stanu cywilnego;;1874-1938;66/969/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36423#;52.6722222;15.1316666;Opolskie;1
Lubiatów_legnickie;Lubiatów;legnickie;urząd stanu cywilnego;;1874 - 1936;85/581/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87673#;51.20401;16.03064;Zachodniopomorskie, Pomorskie;0
Lubiatów_opolskie;Lubiatów;opolskie;urząd stanu cywilnego;;1874-1942;45/847/0;2878;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45339#;50.4980758;17.0736293;Kujawsko-Pomorskie;1
Lubiatów_zielonogórskie;Lubiatów;zielonogórskie;urząd stanu cywilnego;;1874-1935 [2016];89/149/0;1725;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63208#;52.7183739;15.7894832;Wielkopolskie, Zachodniopomorskie;1
Lubicz_toruńskie;Lubicz;toruńskie;urząd stanu cywilnego;;1874-1935 [1942];69/1172/0;6984;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103426#;53.0405172;18.7850741;Kujawsko-Pomorskie;1
Lubięcin_zielonogórskie;Lubięcin;zielonogórskie;urząd stanu cywilnego;;1955-1976;89/2849/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163578#;51.8912854;15.8779897;Pomorskie, Zachodniopomorskie;0
Lubień Kujawski_włocławskie;Lubień Kujawski;włocławskie;urząd stanu cywilnego;;1809-1924;71/215/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104486#;52.40736;19.16018;Wielkopolskie, Zachodniopomorskie;1
Lubień_legnickie;Lubień;legnickie;urząd stanu cywilnego;;1874 - 1938;85/582/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87674#;51.123146;16.229303;Zachodniopomorskie, Pomorskie;0
Lubiewo_bydgoskie;Lubiewo;bydgoskie;urząd stanu cywilnego;;1874-1913;6/1723/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146428#;53.4663323;18.0224638;Lubelskie;0
Lubin_legnickie;Lubin;legnickie;urząd stanu cywilnego;;1874 - 1944;85/26/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87047#;51.3974465;16.2051275;Zachodniopomorskie, Pomorskie;0
Lubiszyn_gorzowskie;Lubiszyn;gorzowskie;urząd stanu cywilnego;;1874-1938;66/421/0;1940;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35869#;52.78004;14.94703;Mazowieckie,  Świętokrzyskie;0
Łubniany_opolskie;Łubniany;opolskie;urząd stanu cywilnego;;;kein Bestand;0;0;50.7793118;17.9987293;Opolskie;1
Łubniany_opolskie;Łubniany;opolskie;urząd stanu cywilnego;;1874-1943, 1945 [2021];45/1013/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45503#;50.7793118;17.9987293;Warmińsko-Mazurskie;0
Lubocheń_bydgoskie;Lubocheń;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1724/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146429#;53.4796248;18.3538372;Zachodniopomorskie,  Lubuskie;1
Lubomierz_jeleniogórskie;Lubomierz;jeleniogórskie;urząd stanu cywilnego;;1874-1944;83/435/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86631#;51.0124569;15.51022;Mazowieckie;0
Lubomin_wałbrzyskie;Lubomin;wałbrzyskie;urząd stanu cywilnego;;1874-1909;82/1610/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90217#;50.8045634;16.19715;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0
Lubomin_włocławskie;Lubomin;włocławskie;urząd stanu cywilnego;;"1808-1825; 1869-1923";71/216/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104487#;52.45304;18.82664;Dolnośląskie;1
Luboradz_legnickie;Luboradz;legnickie;urząd stanu cywilnego;;1874 - 1937;85/583/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87675#;51.0587152;16.2915955;Kujawsko-Pomorskie;1
Lubosz_poznańskie;Lubosz;poznańskie;urząd stanu cywilnego;;1874 - 1935, 1952 - 1996;53/1886/0;9169;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16992#;52.53029;16.18494;Lubelskie;0
Luboszyce_opolskie;Luboszyce;opolskie;urząd stanu cywilnego;;1955, 1972;45/3951/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/165367#;50.727512;17.9561551;Lubelskie;0
Łubowo_poznańskie;Łubowo;poznańskie;urząd stanu cywilnego;;1891-1925, 1928;53/4776/0;3357;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/20408#;52.5131726;17.4559206;Lubelskie;0
Lubraniec_włocławskie;Lubraniec;włocławskie;urząd stanu cywilnego;;"1774-1807; 1808-1924";71/217/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104488#;52.543083;18.8315832;Opolskie;1
Lubrza_opolskie;Lubrza;opolskie;urząd stanu cywilnego;;1946-1959;45/3684/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/120310#;50.3352568;17.6280342;Zachodniopomorskie,  Lubuskie;1
Lubrza_zielonogórskie;Lubrza;zielonogórskie;urząd stanu cywilnego;;1874-1923;89/735/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63919#;52.3071516;15.4411776;Lubuskie, Zachodniopomorskie;1
Lubrza_zielonogórskie;Lubrza;zielonogórskie;urząd stanu cywilnego;;1946-1966;89/2828/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163453#;52.3071516;15.4411776;Pomorskie;0
Lubsko_zielonogórskie;Lubsko;zielonogórskie;urząd stanu cywilnego;;1874-1946;89/275/0;23780;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63361#;51.7881902;14.9721266;Łódzkie, Mazowieckie;0
Lubsza_opolskie;Lubsza;opolskie;urząd stanu cywilnego;;1874-1922, 1924-1939;45/773/0;7939;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45265#;50.9158553;17.5204239;Łódzkie, Mazowieckie;0
Ludomy_pilskie;Ludomy;pilskie;urząd stanu cywilnego;;1875 - 1935;55/573/0;11247;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23410#;52.756;16.81945;Opolskie;1
Ludwikowice_wałbrzyskie;Ludwikowice;wałbrzyskie;urząd stanu cywilnego;;1874 - 1942;82/1611/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90218#;50.620784;16.4741551;ex-Polen;0
Ługi_zielonogórskie;Ługi;zielonogórskie;urząd stanu cywilnego;;1874-1937;89/317/0;2387;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63403#;52.9429981;15.6972765;Łódzkie;0
Lulkowo_toruńskie;Lulkowo;toruńskie;urząd stanu cywilnego;;1874-1935 [1941-1943];69/1173/0;6967;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103427#;53.09078;18.58548;Łódzkie;0
Lulkowo_toruńskie;Lulkowo;toruńskie;urząd stanu cywilnego;;1936-1939 [1940, 1943];69/1914/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/118429#;53.09078;18.58548;Łódzkie;0
Łupki_jeleniogórskie;Łupki;jeleniogórskie;urząd stanu cywilnego;;1874 - 1938;83/323/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86519#;51.022145;15.6492874;Wielkopolskie, Zachodniopomorskie;1
Lusina_legnickie;Lusina;legnickie;urząd stanu cywilnego;;1887-1901;82/1976/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90583#;51.0179564;16.401463;Śląskie, Małopolskie,  Opolskie;1
Luszkówko_bydgoskie;Luszkówko;bydgoskie;urząd stanu cywilnego;;1874-1916;6/1628/0;5771;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146338#;53.3241309;18.2596555;Opolskie;1
Lutomia_wałbrzyskie;Lutomia;wałbrzyskie;urząd stanu cywilnego;;1874-1943;82/1607/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90214#;50.751689;16.5103156;Wielkopolskie;1
Lutomia_wałbrzyskie;Lutomia;wałbrzyskie;urząd stanu cywilnego;;1946 - 1976;84/1553/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163910#;50.751689;16.5103156;Zachodniopomorskie, Pomorskie;0
Lutomierz_wałbrzyskie;Lutomierz;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1667/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90274#;50.6094756;16.7129988;Lubuskie, Zachodniopomorskie;1
Lutówko_bydgoskie;Lutówko;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1720/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146425#;53.4729106;17.4421529;Lubuskie,  Dolnośląskie;1
Lutowo_bydgoskie;Lutowo;bydgoskie;urząd stanu cywilnego;;1874-1934;6/1725/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146430#;53.44767;17.43723;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0
Lutynia_wrocławskie;Lutynia;wrocławskie;urząd stanu cywilnego;;1938-1944;82/2522/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160737#;51.134996;16.7829732;Podlaskie, Warmińsko-Mazurskie;0
Lwówek Śląski_jeleniogórskie;Lwówek Śląski;jeleniogórskie;urząd stanu cywilnego;;1597 - 1946 [1957 - 1962];83/121/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86288#;51.1108891;15.5850018;Pomorskie, Zachodniopomorskie;0
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;obwód wiejski;1874-1876;53/1888/0;1020;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16994#;52.4489307;16.1803554;Mazowieckie, Lubelskie;0
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;miasto;1874-1938;53/1887/0;38538;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16993#;52.4489307;16.1803554;Świętokrzyskie, Mazowieckie,  Łódzkie;0
Lwówek_poznańskie;Lwówek;poznańskie;urząd stanu cywilnego;;1936-1938;53/5824/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/161814#;52.4489307;16.1803554;Warmińsko-Mazurskie;0
Łysomice_toruńskie;Łysomice;toruńskie;urząd stanu cywilnego;;1975-1987;69/1915/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/118430#;53.086267;18.6216879;Kujawsko-Pomorskie;1
Maciejów_opolskie;Maciejów;opolskie;urząd stanu cywilnego;;1874-1938 [2019];45/872/0;1630;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45363#;51.0324633;18.2853277;Dolnośląskie;1
Maciejowa_jeleniogórskie;Maciejowa;jeleniogórskie;urząd stanu cywilnego;;1876 - 1938;83/260/0;3021;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86456#;50.9092229;15.8152945;Opolskie;1
Maciejowice_opolskie;Maciejowice;opolskie;urząd stanu cywilnego;;1945-1958;45/3773/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160277#;50.5017252;17.1397791;Śląskie, Małopolskie,  Opolskie;1
Maciowakrze_opolskie;Maciowakrze;opolskie;urząd stanu cywilnego;;1955-1959;45/3581/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/70326#;50.18975;18.02693;Opolskie;1
Mąkolno_wałbrzyskie;Mąkolno;wałbrzyskie;urząd stanu cywilnego;;1874-1941;82/1612/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90219#;50.4601008;16.8481734;Śląskie, Małopolskie,  Opolskie;1
Mąkoszyce_gorzowskie;Mąkoszyce;gorzowskie;urząd stanu cywilnego;;1874-1938;66/422/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35870#;52.7391306;15.5378628;Wielkopolskie;1
Mąkoszyce_opolskie;Mąkoszyce;opolskie;urząd stanu cywilnego;;1874-1938;45/776/0;6210;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45268#;50.9410151;17.6373904;Dolnośląskie;1
Mąkowarsko_bydgoskie;Mąkowarsko;bydgoskie;urząd stanu cywilnego;;1876-1919;6/1733/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146438#;53.404684;17.8110604;Zachodniopomorskie, Pomorskie;0
Makowice_opolskie;Makowice;opolskie;urząd stanu cywilnego;;1874-1944 [1960];45/848/0;1311;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45340#;50.5636459;17.3822187;Podkarpackie, Świętokrzyskie,  Lubelskie/Mazowieckie;0
Makowice_wałbrzyskie;Makowice;wałbrzyskie;urząd stanu cywilnego;;1874-1929;82/1697/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90304#;50.8098864;16.5040979;Dolnośląskie;1
Malczewo_poznańskie;Malczewo;poznańskie;urząd stanu cywilnego;;1874-1935;53/1890/0;11537;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16996#;52.42936;17.66347;Mazowieckie;0
Malczyce_wrocławskie;Malczyce;wrocławskie;urząd stanu cywilnego;;1938-1943;82/2523/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/160738#;51.2203518;16.493719;Kujawsko-Pomorskie;1
Małe Bartodzieje_bydgoskie;Małe Bartodzieje;bydgoskie;urząd stanu cywilnego;;1874-1920;6/1665/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146372#;53.13096;18.04835;Kujawsko-Pomorskie;1
Małe Czyste_toruńskie;Małe Czyste;toruńskie;urząd stanu cywilnego;;1874-1935;69/1177/0;5757;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103431#;53.3062895;18.4845863;Śląskie, Małopolskie,  Opolskie;1
Małki_toruńskie;Małki;toruńskie;urząd stanu cywilnego;;1874-1935 [2003];69/1178/0;6303;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103432#;53.2376202;19.2581087;Świętokrzyskie, Mazowieckie,  Łódzkie;0
Małkocin_szczecińskie;Małkocin;szczecińskie;urząd stanu cywilnego;;1874-1906;65/980/0;354;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69386#;53.4037302;15.029027;Dolnośląskie;1
Małkowice_wrocławskie;Małkowice;wrocławskie;urząd stanu cywilnego;;1874-1906;82/1489/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90096#;51.0765102;16.8227913;Lubuskie,  Dolnośląskie;1
Małkowice_wrocławskie;Małkowice;wrocławskie;urząd stanu cywilnego;;1874-1906;82/1489/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90096#;51.0765102;16.8227913;Świętokrzyskie, Mazowieckie,  Łódzkie;0
Małomice_legnickie;Małomice;legnickie;urząd stanu cywilnego;;1874 - 1938;85/291/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87383#;51.4175481;16.2250225;Dolnośląskie;1
Małomice_zielonogórskie;Małomice;zielonogórskie;urząd stanu cywilnego;;1874-1938;89/176/0;3277;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63259#;51.5550002;15.4472908;Kujawsko-Pomorskie;1
Małujowice_opolskie;Małujowice;opolskie;urząd stanu cywilnego;;1874-1938;45/778/0;5058;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45270#;50.8474841;17.3809892;Dolnośląskie;1
Małuszów_legnickie;Małuszów;legnickie;urząd stanu cywilnego;;1876 - 1937;85/585/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87677#;51.0120156;16.8720351;Zachodniopomorskie, Pomorskie;0
Mały Kuntersztyn_toruńskie;Mały Kuntersztyn;toruńskie;urząd stanu cywilnego;;1874-1935 [1957-2019];69/1179/0;13328;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103433#;53.4878078;18.7790635;Dolnośląskie;1
Maniewo_poznańskie;Maniewo;poznańskie;urząd stanu cywilnego;;1874-1935;53/1891/0;9027;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/16997#;52.59461;16.86322;Dolnośląskie;1
Maniów Mały_wrocławskie;Maniów Mały;wrocławskie;urząd stanu cywilnego;;1939-1942;82/2601/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/165268#;50.9487655;16.6515256;Dolnośląskie;1
Marcinków_wałbrzyskie;Marcinków;wałbrzyskie;urząd stanu cywilnego;;1874-1938;82/1614/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90221#;50.2840016;16.7884803;Wielkopolskie, Zachodniopomorskie;1
Marcinkowice_wrocławskie;Marcinkowice;wrocławskie;urząd stanu cywilnego;;1874-1938;82/624/0;178;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/89116#;50.9861907;17.2265061;Wielkopolskie, Zachodniopomorskie;1
Marcinowice_wałbrzyskie;Marcinowice;wałbrzyskie;urząd stanu cywilnego;;1946 - 1959;84/1550/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/163905#;50.8792444;16.5813714;Śląskie, Małopolskie,  Opolskie;1
Marcinowice_wałbrzyskie;Marcinowice;wałbrzyskie;urząd stanu cywilnego;;1874-1942;82/1556/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90163#;50.8792444;16.5813714;Zachodniopomorskie,  Lubuskie;1
Marciszów_jeleniogórskie;Marciszów;jeleniogórskie;urząd stanu cywilnego;;1874 - 1946;83/279/0;6074;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86475#;50.8516702;16.008639;Opolskie;1
Margonin_pilskie;Margonin;pilskie;urząd stanu cywilnego;;1874 - 1935;55/643/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23467#;52.9732912;17.0948899;Podkarpackie;0
Margonin_pilskie;Margonin;pilskie;urząd stanu cywilnego;;1874 - 1885;55/644/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/23468#;52.9732912;17.0948899;Śląskie, Małopolskie,  Opolskie;1
Marianowo_szczecińskie;Marianowo;szczecińskie;urząd stanu cywilnego;;1875-1875;65/1046/0;42;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69442#;53.38154;15.26633;Śląskie, Małopolskie,  Opolskie;1
Markotów_opolskie;Markotów;opolskie;urząd stanu cywilnego;;1874-1938;45/871/0;2254;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45362#;50.9851862;18.0868953;Warmińsko-Mazurskie;0
Markowice_bydgoskie;Markowice;bydgoskie;urząd stanu cywilnego;;1874 - 1925;7/531/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144175#;52.7051024;18.2163876;Lubuskie, Zachodniopomorskie;1
Marszowice_wrocławskie;Marszowice;wrocławskie;urząd stanu cywilnego;;1905, 1938-1942;82/2341/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90948#;50.927661;17.211799;Pomorskie;0
Maszewo_szczecińskie;Maszewo;szczecińskie;urząd stanu cywilnego;;1874-1938;65/629/0;15903;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69062#;53.496222;15.0613549;Dolnośląskie;1
Mątawy_bydgoskie;Mątawy;bydgoskie;urząd stanu cywilnego;;1874-1935;6/1638/0;5548;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/146347#;53.5753945;18.7493146;Wielkopolskie, Łódzkie;1
Mazanki_toruńskie;Mazanki;toruńskie;urząd stanu cywilnego;;1888-1935 [1936];69/1180/0;1654;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/103434#;53.3556907;18.9621482;Kujawsko-Pomorskie;1
Mazowsze_włocławskie;Mazowsze;włocławskie;urząd stanu cywilnego;;"1721-1808; 1781-1897, 1899-1923";71/219/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104490#;52.9810896;19.0146569;Kujawsko-Pomorskie;1
