Help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans_org;link;lat;lon;Woiwod2026;Relevanz Ditt;scans;Mehrfach
Mieszewo_szczecińskie;Mieszewo;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;53.5986102;15.3845183;Zachodniopomorskie,  Lubuskie;1;9759;1
Miłków_jeleniogórskie;Miłków;jeleniogórskie;ewangelicko-augsburskie;św. Trójcy;[1725 - 1879] 1879 - 1944;83/90/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86257#;50.8107678;15.7618827;Dolnośląskie;1;0;1
Miłków_jeleniogórskie;Miłków;jeleniogórskie;ewangelicko-augsburskie;św. Trójcy;[1705 - 1878] 1879 - 1945;83/91/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86258#;50.8107678;15.7608827;Dolnośląskie;1;0;2
Miłosław_poznańskie;Miłosław;poznańskie;ewangelickie;;1849 - 1860;53/4934/0;1699;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/20600#;52.2021105;17.4882236;Wielkopolskie;1;1699;1
Miłowice_wrocławskie;Miłowice;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.18805;17.64488;Dolnośląskie;1;0;1
Mironice_gorzowskie;Mironice;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.79958;15.18389;Lubuskie, Zachodniopomorskie;1;68637;1
Miszkowice_jeleniogórskie;Miszkowice;jeleniogórskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;50.7156103;15.9260197;Dolnośląskie;1;0;1
Miszkowice_jeleniogórskie;Miszkowice;jeleniogórskie;ewangelicko-augsburskie;;[1675 - 1878] 1879 - 1945;83/95/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86262#;50.7156103;15.9250197;Dolnośląskie;1;0;2
Młodoszowice_opolskie;Młodoszowice;opolskie;ewangelicko-augsburskie;;1814-1866;45/3613/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76159#;50.7707469;17.3301496;Opolskie;1;0;1
Moczydła_pilskie;Moczydła;pilskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;51.9382384;18.6604397;Wielkopolskie, Zachodniopomorskie;1;7306;1
Mokre_opolskie;Mokre;opolskie;ewangelicko-augsburskie;;1766-1927 [1949];45/3326/0;18397;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47829#;50.1560612;17.6993092;Opolskie;1;18397;1
Mokre_bydgoskie;Mokre;bydgoskie;ewangelicko-reformowane;;1837-1848;6/2675/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/147244#;53.53455;18.8177228;Kujawsko-Pomorskie;1;0;1
Mościce_gorzowskie;Mościce;gorzowskie;ewangelicko-augsburskie;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.6760367;14.8024174;Lubuskie, Zachodniopomorskie;1;179;1
Mosina_gorzowskie;Mosina;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.7301526;14.8898619;Lubuskie, Zachodniopomorskie;1;68637;1
Mosty_szczecińskie;Mosty;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.5480699;14.9543995;Zachodniopomorskie,  Lubuskie;1;114460;1
Motylewo_gorzowskie;Motylewo;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.68053;15.04765;Lubuskie, Zachodniopomorskie;1;68637;1
Mrowiny_wałbrzyskie;Mrowiny;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.9468664;16.5187905;Dolnośląskie;1;0;1
Mścięcino_szczecińskie;Mścięcino;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.5390869;14.5768767;Zachodniopomorskie,  Lubuskie;1;114460;1
Mściszów_jeleniogórskie;Mściszów;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.1351773;15.3992586;Dolnośląskie;1;0;1
Mściszów_jeleniogórskie;Mściszów;jeleniogórskie;ewangelicko-augsburskie;;1858- 1865;86/237/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84499#;51.1351773;15.3982586;Dolnośląskie;1;0;2
Murowana Goślina_poznańskie;Murowana Goślina;poznańskie;ewangelicko-reformowane;;1776 - 1794;53/3816/0;232;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19348#;52.5756465;17.0087914;Wielkopolskie;1;232;1
Murzynko_bydgoskie;Murzynko;bydgoskie;ewangelickie;;1846 - 1874;7/496/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144140#;52.8662827;18.4621486;Kujawsko-Pomorskie;1;0;1
Murzynowo_gorzowskie;Murzynowo;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.64222;15.44976;Lubuskie, Zachodniopomorskie;1;68637;1
Mysłakowice_jeleniogórskie;Mysłakowice;jeleniogórskie;ewangelicko-augsburskie;;[1725 - 1879] 1879 - 1944;83/90/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86257#;50.8363551;15.7861345;Dolnośląskie;1;0;1
Mysłakowice_jeleniogórskie;Mysłakowice;jeleniogórskie;ewangelicko-augsburskie;;[1705 - 1878] 1879 - 1945;83/91/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86258#;50.8363551;15.7851345;Dolnośląskie;1;0;2
Myśliborzyce_gorzowskie;Myśliborzyce;gorzowskie;ewangelicko-augsburskie;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.90455;14.89874;Lubuskie, Zachodniopomorskie;1;179;1
Mysłów_jeleniogórskie;Mysłów;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.9329737;15.9800181;Dolnośląskie;1;0;1
Nadarzyce_pilskie;Nadarzyce;pilskie;ewangelicko-augsburskie;;1835-1872;26/834/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/78414#;52.2969846;17.6112521;Wielkopolskie, Zachodniopomorskie;1;0;1
Nadolice Wielkie_wrocławskie;Nadolice Wielkie;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0844172;17.2365659;Dolnośląskie;1;0;1
Nasale_opolskie;Nasale;opolskie;ewangelicko-augsburskie;;1825-1873;45/3383/0;486;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47886#;51.07562;18.3163;Opolskie;1;486;1
Nastazin_szczecińskie;Nastazin;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.504295;15.1826274;Zachodniopomorskie,  Lubuskie;1;114460;1
Nawodna_szczecińskie;Nawodna;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.01147;14.40089;Zachodniopomorskie,  Lubuskie;1;114460;1
Nawojów Łużycki_jeleniogórskie;Nawojów Łużycki;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.1720981;15.3333454;Dolnośląskie;1;0;1
Nawojów Łużycki_jeleniogórskie;Nawojów Łużycki;jeleniogórskie;ewangelicko-augsburskie;;;82/79/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88370#;51.1720981;15.3323454;Dolnośląskie;1;0;2
Nawojów Łużycki_jeleniogórskie;Nawojów Łużycki;jeleniogórskie;ewangelicko-augsburskie;;1725 - 1943;86/238/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84500#;51.1720981;15.3313454;Dolnośląskie;1;0;3
Niedów_jeleniogórskie;Niedów;jeleniogórskie;ewangelicko-augsburskie;;1396-1944;82/42/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88333#;51.0394257;14.9847256;Dolnośląskie;1;0;1
Niedźwiedzice_legnickie;Niedźwiedzice;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.28574;16.02247;Dolnośląskie;1;0;1
Niegosław_gorzowskie;Niegosław;gorzowskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.8122356;15.869328;Lubuskie, Zachodniopomorskie;1;7306;1
Niegosław_gorzowskie;Niegosław;gorzowskie;ewangelicko-augsburskie;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.8122356;15.868328;Lubuskie, Zachodniopomorskie;1;179;2
Niemcza_wałbrzyskie;Niemcza;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.7161426;16.8340398;Dolnośląskie;1;0;1
Niemodlin_opolskie;Niemodlin;opolskie;ewangelicko-augsburskie;;1743-1937;45/3384/0;5336;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47887#;50.6413925;17.6201388;Opolskie;1;5336;1
Nieszawa_włocławskie;Nieszawa;włocławskie;ewangelicko-augsburskie;;"1838-1922; 1924-1939";71/394/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104665#;52.8332518;18.9001049;Kujawsko-Pomorskie,  Wielkopolskie;1;0;1
Nietążkowo_poznańskie;Nietążkowo;poznańskie;ewangelicko-reformowane;;1790 - 1798;53/3817/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19349#;51.9932734;16.5237519;Wielkopolskie;1;0;1
Nietków_zielonogórskie;Nietków;zielonogórskie;ewangelicko-augsburskie;;1813-1860;89/120/0;414;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63165#;52.0263368;15.3438986;Lubuskie,  Dolnośląskie;1;414;1
Nietoperek_gorzowskie;Nietoperek;gorzowskie;ewangelicko-augsburskie;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.403089;15.5377479;Lubuskie, Zachodniopomorskie;1;179;1
Niewiadowo_szczecińskie;Niewiadowo;szczecińskie;ewangelicko-augsburskie;;[1711-1879] 1879-1945;65/148/0;4348;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68135#;53.6558821;14.8973806;Zachodniopomorskie,  Lubuskie;1;4348;1
Nowa Rola_zielonogórskie;Nowa Rola;zielonogórskie;ewangelicko-augsburskie;;1741-1801;89/1250/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/64425#;51.7322945;14.8923193;Lubuskie,  Dolnośląskie;1;0;1
Nowa Ruda_wałbrzyskie;Nowa Ruda;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.5789982;16.5004757;Dolnośląskie;1;0;1
Nowa Sól_zielonogórskie;Nowa Sól;zielonogórskie;ewangelicko-augsburskie;św. Trójcy;1753-1945;89/93/0;11215;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63138#;51.8017595;15.7165608;Lubuskie,  Dolnośląskie;1;11215;1
Nowa Wieś Grodziska_legnickie;Nowa Wieś Grodziska;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.14879;15.77472;Dolnośląskie;1;0;1
Nowa Wieś Wielka_bydgoskie;Nowa Wieś Wielka;bydgoskie;ewangelicko-augsburskie;;1861-1874;6/405/0;592;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144848#;52.9710487;18.0934704;Kujawsko-Pomorskie;1;592;1
Nowe_bydgoskie;Nowe;bydgoskie;ewangelicko-augsburskie;;1823-1874, 1900-1919;6/411/0;2224;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144854#;53.6460325;18.7280468;Kujawsko-Pomorskie;1;2224;1
Nowe Bielice_pilskie;Nowe Bielice;pilskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;54.15777;16.10055;Wielkopolskie, Zachodniopomorskie;1;7306;1
Nowe Goszczanowo_gorzowskie;Nowe Goszczanowo;gorzowskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.7215;15.61268;Lubuskie, Zachodniopomorskie;1;7306;1
Nowe Miasteczko_zielonogórskie;Nowe Miasteczko;zielonogórskie;ewangelicko-augsburskie;;1885-1918;89/2599/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/65721#;51.6906103;15.7301977;Lubuskie,  Dolnośląskie;1;0;1
Nowe Miasto nad Wartą_poznańskie;Nowe Miasto nad Wartą;poznańskie;ewangelickie;;1869 - 1872;53/5707/0;113;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/24706#;52.0897632;17.4105406;Wielkopolskie;1;113;1
Nowe Polichno_gorzowskie;Nowe Polichno;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.7251465;15.4647419;Lubuskie, Zachodniopomorskie;1;68637;1
Nowogród Bobrzański_zielonogórskie;Nowogród Bobrzański;zielonogórskie;ewangelicko-augsburskie;;1798;89/1331/0;37;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/64504#;51.7984474;15.2355032;Lubuskie,  Dolnośląskie;1;37;1
Nowogród Bobrzański_zielonogórskie;Nowogród Bobrzański;zielonogórskie;ewangelicko-augsburskie;;1798;89/1331/0;37;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/64504#;51.7984474;15.2345032;Lubuskie,  Dolnośląskie;1;37;2
Nowogród Bobrzański_zielonogórskie;Nowogród Bobrzański;zielonogórskie;ewangelicko-augsburskie;;1798;89/1331/0;37;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/64504#;51.7984474;15.2335032;Lubuskie,  Dolnośląskie;1;37;3
Nowoszów_zielonogórskie;Nowoszów;zielonogórskie;ewangelicko-augsburskie;;1765-1887;89/731/0;121;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63915#;51.4408106;15.2709008;Lubuskie,  Dolnośląskie;1;121;1
Nowy Kościół_jeleniogórskie;Nowy Kościół;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0695364;15.86331;Dolnośląskie;1;0;1
Nowy Tomyśl_poznańskie;Nowy Tomyśl;poznańskie;ewangelicko-reformowane;;1741 - 1936;53/3818/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19350#;52.3175643;16.1281553;Wielkopolskie;1;0;1
Nysa_opolskie;Nysa;opolskie;ewangelicko-augsburskie;;1797-1906;45/1228/0;6119;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45668#;50.4736029;17.3314733;Opolskie;1;6119;1
Nysa_opolskie;Nysa;opolskie;ewangelicko-augsburskie;;1742-1817;45/3385/0;416;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47888#;50.4736029;17.3304733;Opolskie;1;416;2
Obórki_opolskie;Obórki;opolskie;ewangelicko-augsburskie;;1828-1873;45/3609/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76141#;50.7925681;17.4274383;Opolskie;1;0;1
Oborniki_poznańskie;Oborniki;poznańskie;ewangelicko-reformowane;;1775 - 1845;53/3819/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19351#;52.6453252;16.8089756;Wielkopolskie;1;0;1
Obrzycko_poznańskie;Obrzycko;poznańskie;ewangelickie;;;kein Bestand;0;0;52.7062375;16.5242416;Wielkopolskie;1;-1;1
Obrzycko_poznańskie;Obrzycko;poznańskie;ewangelicko-reformowane;;1737 - 1873;53/3820/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19352#;52.7062375;16.5232416;Wielkopolskie;1;0;2
Ochla_zielonogórskie;Ochla;zielonogórskie;ewangelicko-augsburskie;;1794-1869;89/104/0;1109;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63149#;51.8804356;15.4691562;Lubuskie,  Dolnośląskie;1;1109;1
Oksza_gorzowskie;Oksza;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.6311882;14.9326037;Lubuskie, Zachodniopomorskie;1;68637;1
Oława_wrocławskie;Oława;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.9429901;17.2947066;Dolnośląskie;1;0;1
Oldrzyszowice_opolskie;Oldrzyszowice;opolskie;ewangelicko-augsburskie;;1712-1945;45/1238/0;22552;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45693#;50.7163623;17.6316991;Opolskie;1;22552;1
Olszyna_jeleniogórskie;Olszyna;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0653505;15.3743102;Dolnośląskie;1;0;1
Olszyna_jeleniogórskie;Olszyna;jeleniogórskie;ewangelicko-augsburskie;;1725 - 1943;86/238/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84500#;51.0653505;15.3733102;Dolnośląskie;1;0;2
Opolnica_wałbrzyskie;Opolnica;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.5036062;16.7166494;Dolnośląskie;1;0;1
Orzeszkowo_poznańskie;Orzeszkowo;poznańskie;ewangelicko-augsburskie;;[1788-1878] 1879-1920 [1921-1952];66/527/0;5774;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35975#;52.28879;17.38074;Wielkopolskie;1;5774;1
Orzeszkowo_poznańskie;Orzeszkowo;poznańskie;ewangelicko-reformowane;;1664 - 1896;53/3822/0;577;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19354#;52.28879;17.37974;Wielkopolskie;1;577;2
Osetnica_legnickie;Osetnica;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.2580671;15.8689097;Dolnośląskie;1;0;1
Osie_bydgoskie;Osie;bydgoskie;ewangelicko-augsburskie;;1862-1868;6/407/0;301;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144850#;53.5981538;18.3465463;Kujawsko-Pomorskie;1;301;1
Osieczna_leszczyńskie;Osieczna;leszczyńskie;ewangelicko-reformowane;;1775 - 1904;53/3823/0;2839;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19355#;51.9031938;16.6752108;Wielkopolskie, Dolnośląskie;1;2839;1
Osiek_toruńskie;Osiek;toruńskie;ewangelicko-augsburskie;;1838-1856;71/950/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/105220#;53.3519499;17.7356816;Kujawsko-Pomorskie;1;0;1
Osiek Łużycki_jeleniogórskie;Osiek Łużycki;jeleniogórskie;ewangelicko-augsburskie;;1396-1944;82/42/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88333#;51.0822061;14.9952741;Dolnośląskie;1;0;1
Ośno Lubuskie_gorzowskie;Ośno Lubuskie;gorzowskie;ewangelicko-augsburskie;;1597-1932;66/592/0;9429;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/36040#;52.454932;14.8672003;Lubuskie, Zachodniopomorskie;1;9429;1
Ośno Lubuskie_gorzowskie;Ośno Lubuskie;gorzowskie;ewangelicko-reformowane;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.454932;14.8662003;Lubuskie, Zachodniopomorskie;1;179;2
Osów_gorzowskie;Osów;gorzowskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.81739;15.7976;Lubuskie, Zachodniopomorskie;1;7306;1
Osowo_szczecińskie;Osowo;szczecińskie;ewangelicko-augsburskie;;[1663] 1879-1945;65/1167/0;5359;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69557#;53.7649028;15.6373341;Zachodniopomorskie,  Lubuskie;1;5359;1
Otmuchów_opolskie;Otmuchów;opolskie;ewangelicko-augsburskie;;1661-1944;45/1236/0;21283;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45691#;50.465151;17.1720499;Opolskie;1;21283;1
Otyń_zielonogórskie;Otyń;zielonogórskie;ewangelicko-augsburskie;;1794-1861;89/1386/0;629;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63762#;51.8471213;15.7094;Lubuskie,  Dolnośląskie;1;629;1
Paczków_opolskie;Paczków;opolskie;ewangelicko-augsburskie;;1810-1874;45/3297/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47754#;50.4640876;17.0053856;Opolskie;1;0;1
Parlino_szczecińskie;Parlino;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.45001;15.0640776;Zachodniopomorskie,  Lubuskie;1;114460;1
Parowa_jeleniogórskie;Parowa;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.3623433;15.2798665;Dolnośląskie;1;0;1
Pasiecznik_jeleniogórskie;Pasiecznik;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.9562063;15.5666915;Dolnośląskie;1;0;1
Pastewnik_jeleniogórskie;Pastewnik;jeleniogórskie;ewangelicko-augsburskie;;1656 - 1733, 1747 - 1946;85/54/0;23841;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87135#;50.885178;16.0301293;Dolnośląskie;1;23841;1
Pawłów_opolskie;Pawłów;opolskie;ewangelicko-augsburskie;;1564-1945;45/1237/0;36892;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45692#;50.8421284;17.4990306;Opolskie;1;36892;1
Pawłowiczki_opolskie;Pawłowiczki;opolskie;ewangelicko-augsburskie;;1800-1874;45/3388/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47891#;50.2435125;18.0465795;Opolskie;1;0;1
Pełcza_pilskie;Pełcza;pilskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.8288305;15.9127087;Wielkopolskie, Zachodniopomorskie;1;7306;1
Pępice_opolskie;Pępice;opolskie;ewangelicko-augsburskie;;1794-1873;45/3605/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76137#;50.8222276;17.4124012;Opolskie;1;0;1
Piasek_szczecińskie;Piasek;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;52.9778642;14.2078009;Zachodniopomorskie,  Lubuskie;1;114460;1
Piaski_leszczyńskie;Piaski;leszczyńskie;ewangelicko-reformowane;;1782 - 1884;53/3826/0;3960;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19358#;51.8846287;17.0731589;Wielkopolskie, Dolnośląskie;1;3960;1
Piaski_szczecińskie;Piaski;szczecińskie;ewangelicko-augsburskie;;[1663] 1879-1945;65/1167/0;5359;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69557#;53.7571461;16.2501398;Zachodniopomorskie,  Lubuskie;1;5359;1
Pieczyska_pilskie;Pieczyska;pilskie;ewangelicko-augsburskie;;[1721-1878] 1879-1945;26/112/0;1606;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/77658#;53.0239215;16.152176;Wielkopolskie, Zachodniopomorskie;1;1606;1
Pielgrzymka_legnickie;Pielgrzymka;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.1199082;15.8137429;Dolnośląskie;1;0;1
Pielgrzymka_legnickie;Pielgrzymka;legnickie;ewangelicko-augsburskie;;1422 - 1945;85/52/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87073#;51.1199082;15.8127429;Dolnośląskie;1;0;2
Pieńsk_jeleniogórskie;Pieńsk;jeleniogórskie;ewangelicko-augsburskie;;1396-1944;82/42/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88333#;51.2455834;15.0439871;Dolnośląskie;1;0;1
Pieszyce_wałbrzyskie;Pieszyce;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.7122412;16.580609;Dolnośląskie;1;0;1
Piława_wałbrzyskie;Piława;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.9847942;16.7341169;Dolnośląskie;1;0;1
Pilchowo_szczecińskie;Pilchowo;szczecińskie;ewangelicko-augsburskie;;;kein Bestand;0;0;53.4981702;14.4784935;Zachodniopomorskie,  Lubuskie;1;-1;1
Piotrówka_opolskie;Piotrówka;opolskie;ewangelicko-augsburskie;;1803-1874;45/3375/0;968;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47878#;50.5710932;18.3697334;Opolskie;1;968;1
Piotrowo_poznańskie;Piotrowo;poznańskie;ewangelickie;;1660 - 1874;53/3827/0;1633;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19359#;52.8360519;16.7396004;Wielkopolskie;1;1633;1
Pisarzowice_jeleniogórskie;Pisarzowice;jeleniogórskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;50.7838785;15.9578902;Dolnośląskie;1;0;1
Pisarzowice_jeleniogórskie;Pisarzowice;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.7838785;15.9568902;Dolnośląskie;1;0;2
