Help;Name;voivod 98;type;patronizium;laufzeit;signatur;scans_org;link;lat;lon;Woiwod2026;Relevanz Ditt;scans;Mehrfach
Grzędy_wałbrzyskie;Grzędy;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.744257;16.138596;Dolnośląskie;1;0;1
Grzędy_wałbrzyskie;Grzędy;wałbrzyskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;50.744257;16.137596;Dolnośląskie;1;0;2
Grzegorzów_wrocławskie;Grzegorzów;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.8152869;16.9647933;Dolnośląskie;1;0;1
Grzybiany_legnickie;Grzybiany;legnickie;ewangelicko-augsburskie;;1794 - 1874;85/24/0;6607;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87045#;51.1951033;16.2723836;Dolnośląskie;1;6607;1
Grzybno_szczecińskie;Grzybno;szczecińskie;ewangelicko-augsburskie;;1905-1935;65/166/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/70137#;53.5877;15.87994;Zachodniopomorskie,  Lubuskie;1;0;1
Gubin_zielonogórskie;Gubin;zielonogórskie;ewangelicko-augsburskie;Klosterkirche;1612-1944;89/125/0;18898;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63170#;51.9507156;14.7283172;Lubuskie,  Dolnośląskie;1;18898;1
Gubin_zielonogórskie;Gubin;zielonogórskie;ewangelicko-augsburskie;miasto;1612-1944;89/125/0;18898;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63170#;51.9507156;14.7273172;Lubuskie,  Dolnośląskie;1;18898;2
Gubin_zielonogórskie;Gubin;zielonogórskie;ewangelicko-augsburskie;;1846-1856;89/1393/0;46;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63769#;51.9507156;14.7263172;Lubuskie,  Dolnośląskie;1;46;3
Gułów_wrocławskie;Gułów;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.832254;17.1693975;Dolnośląskie;1;0;1
Iglice_szczecińskie;Iglice;szczecińskie;ewangelicko-augsburskie;;[1663] 1879-1945;65/1167/0;5359;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69557#;53.8300042;15.470333;Zachodniopomorskie,  Lubuskie;1;5359;1
Ilnica_wrocławskie;Ilnica;wrocławskie;ewangelicko-augsburskie;;1686 - 1904;82/1890/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/90497#;51.0998419;16.7168946;Dolnośląskie;1;0;1
Iłowa_zielonogórskie;Iłowa;zielonogórskie;ewangelicko-augsburskie;;1860-1866;89/723/0;270;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63907#;51.5004828;15.1974599;Lubuskie,  Dolnośląskie;1;270;1
Inowrocław_bydgoskie;Inowrocław;bydgoskie;ewangelickie;;1799 - 1892;7/107/0;2546;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/143713#;52.7950408;18.2585624;Kujawsko-Pomorskie;1;2546;1
Ińsko_szczecińskie;Ińsko;szczecińskie;ewangelicko-augsburskie;;1905-1935;65/166/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/70137#;53.435521;15.547315;Zachodniopomorskie,  Lubuskie;1;0;1
Izbica Kujawska_włocławskie;Izbica Kujawska;włocławskie;ewangelicko-augsburskie;;1910-1939;71/1130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/105400#;52.41905;18.76335;Kujawsko-Pomorskie,  Wielkopolskie;1;0;1
Jabłonna_poznańskie;Jabłonna;poznańskie;ewangelickie;;;kein Bestand;0;0;52.2062062;16.2049389;Wielkopolskie;1;-1;1
Jabłonna_poznańskie;Jabłonna;poznańskie;ewangelickie;;1848 - 1864;53/3788/0;234;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19319#;52.2062062;16.2039389;Wielkopolskie;1;234;2
Jabłonna_poznańskie;Jabłonna;poznańskie;ewangelicko-augsburskie;;1855-1874;89/1404/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63780#;52.2062062;16.2029389;Wielkopolskie;1;0;3
Jabłów_wałbrzyskie;Jabłów;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.783171;16.160087;Dolnośląskie;1;0;1
Jaczków_wałbrzyskie;Jaczków;wałbrzyskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;50.8068322;16.0960704;Dolnośląskie;1;0;1
Jaglice_pilskie;Jaglice;pilskie;ewangelicko-augsburskie;;[1721-1878] 1879-1945;26/112/0;1606;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/77658#;53.0736152;16.2053908;Wielkopolskie, Zachodniopomorskie;1;1606;1
Jagniątków_jeleniogórskie;Jagniątków;jeleniogórskie;ewangelicko-augsburskie;;1742 - 1943;83/120/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86287#;50.8218431;15.6161299;Dolnośląskie;1;0;1
Jakubowice_opolskie;Jakubowice;opolskie;ewangelicko-augsburskie;;1800-1874;45/3377/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47880#;50.5980372;17.5522223;Opolskie;1;0;1
Janczewo_gorzowskie;Janczewo;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.7562209;15.3491;Lubuskie, Zachodniopomorskie;1;68637;1
Janiszów_jeleniogórskie;Janiszów;jeleniogórskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;51.4064014;17.1227566;Dolnośląskie;1;0;1
Jankowice Wielkie_opolskie;Jankowice Wielkie;opolskie;ewangelicko-augsburskie;;1828-1873;45/3609/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76141#;50.7668711;17.4424592;Opolskie;1;0;1
Janowice Wielkie_jeleniogórskie;Janowice Wielkie;jeleniogórskie;ewangelicko-augsburskie;;[1725 - 1879] 1879 - 1944;83/90/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86257#;50.87808;15.9198773;Dolnośląskie;1;0;1
Jarogniewice_zielonogórskie;Jarogniewice;zielonogórskie;ewangelicko-augsburskie;;1794-1874;89/137/0;1346;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63182#;51.8329014;15.4912361;Lubuskie,  Dolnośląskie;1;1346;1
Jarosławki_szczecińskie;Jarosławki;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.5295012;15.0117082;Zachodniopomorskie,  Lubuskie;1;114460;1
Jasienica_szczecińskie;Jasienica;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.5940554;14.5392185;Zachodniopomorskie,  Lubuskie;1;114460;1
Jastrowie_pilskie;Jastrowie;pilskie;ewangelicko-augsburskie;;1773-1787;26/839/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/78419#;53.4203494;16.8140156;Wielkopolskie, Zachodniopomorskie;1;0;1
Jastrzębnik_gorzowskie;Jastrzębnik;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.72469;15.59405;Lubuskie, Zachodniopomorskie;1;68637;1
Jastrzębsko Stare_poznańskie;Jastrzębsko Stare;poznańskie;ewangelickie;;;kein Bestand;0;0;52.2991701;16.0618788;Wielkopolskie;1;-1;1
Jastrzębsko Stare_poznańskie;Jastrzębsko Stare;poznańskie;ewangelickie;;1854 - 1874;53/3789/0;613;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19320#;52.2991701;16.0608788;Wielkopolskie;1;613;2
Jaszów_opolskie;Jaszów;opolskie;ewangelickie;;1661-1944;45/1236/0;21283;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/45691#;50.5925178;17.2434528;Opolskie;1;21283;1
Jawor_legnickie;Jawor;legnickie;ewangelicko-augsburskie;św. Ducha;[1634] 1652 - 1945 [1947];85/16/0;3957;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87037#;51.0502653;16.1922008;Dolnośląskie;1;3957;1
Jędrzychowice_jeleniogórskie;Jędrzychowice;jeleniogórskie;ewangelicko-augsburskie;;1396-1944;82/42/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88333#;51.1794848;15.0234446;Dolnośląskie;1;0;1
Jelenia Góra_jeleniogórskie;Jelenia Góra;jeleniogórskie;ewangelicko-augsburskie;św. Ducha;1709 - 1947;83/118/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86285#;50.9029028;15.7334306;Dolnośląskie;1;0;1
Jelenia Góra_jeleniogórskie;Jelenia Góra;jeleniogórskie;ewangelicko-augsburskie;św. Krzyża;1709 - 1947;83/118/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86285#;50.9029028;15.7324306;Dolnośląskie;1;0;2
Jenin_gorzowskie;Jenin;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.698;15.09863;Lubuskie, Zachodniopomorskie;1;68637;1
Jeninek_gorzowskie;Jeninek;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.6645334;15.0626613;Lubuskie, Zachodniopomorskie;1;68637;1
Jeniniec_gorzowskie;Jeniniec;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.6558257;15.0848151;Lubuskie, Zachodniopomorskie;1;68637;1
Jerzmanki_jeleniogórskie;Jerzmanki;jeleniogórskie;ewangelicko-augsburskie;;1396-1944;82/42/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88333#;51.1359534;15.060674;Dolnośląskie;1;0;1
Jerzmanowice_legnickie;Jerzmanowice;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.27994;15.88708;Dolnośląskie;1;0;1
Jerzmanowo_wrocławskie;Jerzmanowo;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.1204323;16.8733179;Dolnośląskie;1;0;1
Jeziory_zielonogórskie;Jeziory;zielonogórskie;ewangelicko-augsburskie;;1850-1852;89/122/0;83;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63167#;52.2191266;15.6024862;Lubuskie,  Dolnośląskie;1;83;1
Jeżów Sudecki_jeleniogórskie;Jeżów Sudecki;jeleniogórskie;ewangelicko-augsburskie;;1709 - 1947;83/118/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86285#;50.933494;15.742396;Dolnośląskie;1;0;1
Jeżyki_gorzowskie;Jeżyki;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.685142;15.1662263;Lubuskie, Zachodniopomorskie;1;68637;1
Jutrosin_leszczyńskie;Jutrosin;leszczyńskie;ewangelickie;;1641 - 1915;53/3790/0;2171;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19321#;51.6534197;17.1679896;Wielkopolskie, Dolnośląskie;1;2171;1
Kaczorów_jeleniogórskie;Kaczorów;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.908574;15.9570961;Dolnośląskie;1;0;1
Kaczory_pilskie;Kaczory;pilskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;53.1018938;16.8833061;Wielkopolskie, Zachodniopomorskie;1;7306;1
Kąkolewice_szczecińskie;Kąkolewice;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;53.58674;15.56153;Zachodniopomorskie,  Lubuskie;1;9759;1
Kąkolewo_poznańskie;Kąkolewo;poznańskie;ewangelickie;;1851 - 1874;53/3791/0;38;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19322#;51.8596633;16.6907319;Wielkopolskie;1;38;1
Kamień Pomorski_szczecińskie;Kamień Pomorski;szczecińskie;ewangelicko-augsburskie;;;kein Bestand;0;0;53.9651947;14.7718556;Zachodniopomorskie,  Lubuskie;1;-1;1
Kamień Wielki_gorzowskie;Kamień Wielki;gorzowskie;ewangelicko-augsburskie;;1802-1836;66/88/0;179;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35509#;52.6644622;14.7750707;Lubuskie, Zachodniopomorskie;1;179;1
Kamienna Góra_jeleniogórskie;Kamienna Góra;jeleniogórskie;ewangelicko-augsburskie;;;82/109/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88400#;50.7835361;16.0326631;Dolnośląskie;1;0;1
Kamienna Góra_jeleniogórskie;Kamienna Góra;jeleniogórskie;ewangelicko-augsburskie;;[1655 - 1879] 1879 - 1945;83/94/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86261#;50.7835361;16.0316631;Dolnośląskie;1;0;2
Kania_szczecińskie;Kania;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;54.0977;16.71933;Zachodniopomorskie,  Lubuskie;1;114460;1
Kaniów_zielonogórskie;Kaniów;zielonogórskie;ewangelicko-augsburskie;;1676-1944;89/136/0;2140;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63181#;51.9269381;14.9157126;Lubuskie,  Dolnośląskie;1;2140;1
Karczyn_wrocławskie;Karczyn;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.7991606;16.9342574;Dolnośląskie;1;0;1
Karłowice_opolskie;Karłowice;opolskie;ewangelicko-augsburskie;;1810-1856;45/3597/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76129#;50.8746757;17.7105215;Opolskie;1;0;1
Karnice_szczecińskie;Karnice;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;54.0303255;15.0535309;Zachodniopomorskie,  Lubuskie;1;9759;1
Karnin_gorzowskie;Karnin;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.6817444;15.2781666;Lubuskie, Zachodniopomorskie;1;68637;1
Karpacz Górny_jeleniogórskie;Karpacz Górny;jeleniogórskie;ewangelicko-augsburskie;"""Wang""";[1725 - 1879] 1879 - 1944;83/90/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86257#;50.7742444;15.7284444;Dolnośląskie;1;0;1
Karpniki_jeleniogórskie;Karpniki;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.8510944;15.8584243;Dolnośląskie;1;0;1
Karpniki_jeleniogórskie;Karpniki;jeleniogórskie;ewangelicko-augsburskie;;[1705 - 1878] 1879 - 1945;83/91/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86258#;50.8510944;15.8574243;Dolnośląskie;1;0;2
Karwin_gorzowskie;Karwin;gorzowskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.7936493;15.9154537;Lubuskie, Zachodniopomorskie;1;7306;1
Karwowo_szczecińskie;Karwowo;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;53.6969831;15.5310468;Zachodniopomorskie,  Lubuskie;1;9759;1
Kąty_szczecińskie;Kąty;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.6215427;14.7373467;Zachodniopomorskie,  Lubuskie;1;114460;1
Kawczyn_pilskie;Kawczyn;pilskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;53.2378804;15.7505964;Wielkopolskie, Zachodniopomorskie;1;7306;1
Kawki_toruńskie;Kawki;toruńskie;ewangelicko-augsburskie;;1867-1874;69/675/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/102943#;53.248159;19.1918764;Kujawsko-Pomorskie;1;0;1
Kcynia_bydgoskie;Kcynia;bydgoskie;ewangelicko-augsburskie;;1819-1945;6/398/0;2388;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/144842#;52.9915668;17.4863729;Kujawsko-Pomorskie;1;2388;1
Kilianów_wrocławskie;Kilianów;wrocławskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0034948;16.7458198;Dolnośląskie;1;0;1
Kiszkowo_poznańskie;Kiszkowo;poznańskie;ewangelickie;;1856 - 1874;53/3793/0;333;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19324#;52.5898887;17.2608579;Wielkopolskie;1;333;1
Kłecko_poznańskie;Kłecko;poznańskie;ewangelickie;;1848 - 1874;53/3794/0;465;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19325#;52.6322247;17.4272911;Wielkopolskie;1;465;1
Kliniska Wielkie_szczecińskie;Kliniska Wielkie;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.4606478;14.7728603;Zachodniopomorskie,  Lubuskie;1;114460;1
Kłodawa_gorzowskie;Kłodawa;gorzowskie;ewangelicko-augsburskie;;[1666] 1879-1945;66/28/0;68637;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35445#;52.7888581;15.2125612;Lubuskie, Zachodniopomorskie;1;68637;1
Kłodzko_wałbrzyskie;Kłodzko;wałbrzyskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;50.438451;16.6541878;Dolnośląskie;1;0;1
Kłodzko_wałbrzyskie;Kłodzko;wałbrzyskie;ewangelicko-augsburskie;;1324-1945;82/21/0;5465;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88319#;50.438451;16.6531878;Dolnośląskie;1;5465;2
Kłosowice_szczecińskie;Kłosowice;szczecińskie;ewangelicko-augsburskie;;1581-1947;65/44/0;114460;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/68037#;53.53558;14.75558;Zachodniopomorskie,  Lubuskie;1;114460;1
Kluczbork_opolskie;Kluczbork;opolskie;ewangelicko-augsburskie;;1800-1874;45/3376/0;2086;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47879#;50.9728701;18.2130089;Opolskie;1;2086;1
Kobylin_leszczyńskie;Kobylin;leszczyńskie;ewangelickie;;1652 - 1874;53/3795/0;667;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19326#;51.7161621;17.2237584;Wielkopolskie, Dolnośląskie;1;667;1
Kocień Wielki_pilskie;Kocień Wielki;pilskie;ewangelickie;;1735 - 1891;53/3796/0;168;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19327#;52.9624589;16.2455138;Wielkopolskie, Zachodniopomorskie;1;168;1
Kokocko_toruńskie;Kokocko;toruńskie;ewangelicko-augsburskie;;1834-1938;69/673/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/102941#;53.2621008;18.3204283;Kujawsko-Pomorskie;1;0;1
Kolsko_zielonogórskie;Kolsko;zielonogórskie;ewangelicko-augsburskie;;1908-1944;89/10/0;191;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63043#;51.9605173;15.960976;Lubuskie,  Dolnośląskie;1;191;1
Komarno_jeleniogórskie;Komarno;jeleniogórskie;ewangelicko-augsburskie;;[1725 - 1879] 1879 - 1944;83/90/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/86257#;50.9288752;15.8772145;Dolnośląskie;1;0;1
Komorowo_szczecińskie;Komorowo;szczecińskie;ewangelicko-augsburskie;;[1663] 1879-1945;65/1167/0;5359;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69557#;54.20157;16.64986;Zachodniopomorskie,  Lubuskie;1;5359;1
Komorzno_opolskie;Komorzno;opolskie;ewangelicko-augsburskie;;1800-1874;45/3377/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47880#;51.1171725;18.0750747;Opolskie;1;0;1
Kondratów_legnickie;Kondratów;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0483444;15.9652832;Dolnośląskie;1;0;1
Konie_szczecińskie;Konie;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;53.6011564;15.5202975;Zachodniopomorskie,  Lubuskie;1;9759;1
Konin Żagański_zielonogórskie;Konin Żagański;zielonogórskie;ewangelicko-augsburskie;;1722-1873;89/725/0;587;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63909#;51.5453387;15.2006814;Lubuskie,  Dolnośląskie;1;587;1
Koronowo_bydgoskie;Koronowo;bydgoskie;ewangelicko-augsburskie;;1809-1866,1869;6/399/0;2306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/147823#;53.3138636;17.9359813;Kujawsko-Pomorskie;1;2306;1
Kościan_leszczyńskie;Kościan;leszczyńskie;ewangelickie;;1836 - 1940;53/3798/0;766;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19329#;52.086125;16.6439995;Wielkopolskie, Dolnośląskie;1;766;1
Kościelec_legnickie;Kościelec;legnickie;ewangelicko-augsburskie;;1538 - 1945;85/22/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87043#;51.1483578;16.1368085;Dolnośląskie;1;0;1
Kościelnik_jeleniogórskie;Kościelnik;jeleniogórskie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.0885255;15.2959572;Dolnośląskie;1;0;1
Kościelnik_jeleniogórskie;Kościelnik;jeleniogórskie;ewangelicko-augsburskie;;1725 - 1943;86/238/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/84500#;51.0885255;15.2949572;Dolnośląskie;1;0;2
Kościerzyce_opolskie;Kościerzyce;opolskie;ewangelicko-augsburskie;;1794-1874;45/3604/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/76136#;50.8692758;17.5174423;Opolskie;1;0;1
Kosin_gorzowskie;Kosin;gorzowskie;ewangelicko-augsburskie;;[1648-1879] 1879-1945;66/81/0;7306;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/35498#;52.8420284;15.8840867;Lubuskie, Zachodniopomorskie;1;7306;1
Koskowice_legnickie;Koskowice;legnickie;ewangelickie;;1569-1948;82/130/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/88415#;51.1836727;16.2484517;Dolnośląskie;1;0;1
Koskowice_legnickie;Koskowice;legnickie;ewangelicko-augsburskie;;1794 - 1874;85/24/0;6607;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/87045#;51.1836727;16.2474517;Dolnośląskie;1;6607;2
Kostrzyn_poznańskie;Kostrzyn;poznańskie;ewangelickie;;1871 - 1874;53/3797/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/19328#;52.3981662;17.2265394;Wielkopolskie;1;0;1
Koszanowo_poznańskie;Koszanowo;poznańskie;ewangelicko-augsburskie;;1863 - 1864;53/4894/0;24;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/20560#;52.0148199;16.5371343;Wielkopolskie;1;24;1
Kotlarnia_opolskie;Kotlarnia;opolskie;ewangelicko-augsburskie;;1776-1874;45/3378/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47881#;50.2784525;18.3665283;Opolskie;1;0;1
Kotowice_zielonogórskie;Kotowice;zielonogórskie;ewangelicko-augsburskie;;1823-1860;89/110/0;541;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63155#;51.7960332;15.3612435;Lubuskie,  Dolnośląskie;1;541;1
Kotusz_poznańskie;Kotusz;poznańskie;ewangelickie;;;kein Bestand;0;0;52.1023562;16.4912611;Wielkopolskie;1;-1;1
Kowal_włocławskie;Kowal;włocławskie;ewangelicko-augsburskie;;1838-1854;71/391/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/104662#;52.5306373;19.1489427;Kujawsko-Pomorskie,  Wielkopolskie;1;0;1
Kowale_szczecińskie;Kowale;szczecińskie;ewangelicko-augsburskie;;[1638-1878] 1879-1945;65/781/0;9759;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/69208#;53.49399;15.52227;Zachodniopomorskie,  Lubuskie;1;9759;1
Kowalewko_bydgoskie;Kowalewko;bydgoskie;ewangelicko-reformowane;;1871-1874;6/2687/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/147256#;53.0720486;17.4298548;Kujawsko-Pomorskie;1;0;1
Koźla_zielonogórskie;Koźla;zielonogórskie;ewangelicko-augsburskie;;1809-1835;89/116/0;72;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63161#;51.875886;15.3115025;Lubuskie,  Dolnośląskie;1;72;1
Koźle_opolskie;Koźle;opolskie;ewangelicko-augsburskie;;1814-1874;45/3379/0;487;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/47882#;50.3356594;18.1434165;Opolskie;1;487;1
Koźle_opolskie;Koźle;opolskie;ewangelicko-augsburskie;;1812-1813;45/3513/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/48947#;50.3356594;18.1424165;Opolskie;1;0;2
Koźle_opolskie;Koźle;opolskie;ewangelicko-augsburskie;;1812-1813;45/3513/0;0;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/48947#;50.3356594;18.1414165;Opolskie;1;0;3
Kożuchów_zielonogórskie;Kożuchów;zielonogórskie;ewangelicko-augsburskie;;1794-1874;89/1381/0;8566;https://www.szukajwarchiwach.gov.pl/de/zespol/-/zespol/63757#;51.7452762;15.5934541;Lubuskie,  Dolnośląskie;1;8566;1
